Date,Cases - Total,Deaths - Total,Hospitalizations - Total,Cases - Age 0-17,Cases - Age 18-29,Cases - Age 30-39,Cases - Age 40-49,Cases - Age 50-59,Cases - Age 60-69,Cases - Age 70-79,Cases -  Age 80+,Cases - Age Unknown,Cases - Female,Cases - Male,Cases - Unknown Gender,Cases - Latinx,Cases - Asian Non-Latinx,Cases - Black Non-Latinx,Cases - White Non-Latinx,Cases - Other Race Non-Latinx,Cases - Unknown Race/Ethnicity,Deaths - Age 0-17,Deaths - Age 18-29,Deaths - Age 30-39,Deaths - Age 40-49,Deaths - Age 50-59,Deaths - Age 60-69,Deaths - Age 70-79,Deaths - Age 80+,Deaths - Age Unknown,Deaths - Female,Deaths - Male,Deaths - Unknown Gender,Deaths - Latinx,Deaths - Asian Non-Latinx,Deaths - Black Non-Latinx,Deaths - White Non-Latinx,Deaths - Other Race Non-Latinx,Deaths - Unknown Race/Ethnicity,Hospitalizations - Age 0-17,Hospitalizations - Age 18-29,Hospitalizations - Age 30-39,Hospitalizations - Age 40-49,Hospitalizations - Age 50-59,Hospitalizations - Age 60-69,Hospitalizations - Age 70-79,Hospitalizations - Age 80+,Hospitalizations - Age Unknown,Hospitalizations - Female,Hospitalizations - Male,Hospitalizations - Unknown Gender,Hospitalizations - Latinx,Hospitalizations - Asian Non-Latinx,Hospitalizations - Black Non-Latinx,Hospitalizations - White Non-Latinx,Hospitalizations - Other Race Non-Latinx,Hospitalizations - Unknown Race/Ethnicity
03/21/2020,125,2,62,0,18,25,20,28,16,13,5,0,53,72,0,27,6,62,27,3,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,2,0,0,0,0,4,6,7,18,9,14,4,0,23,39,0,12,4,34,11,1,0
08/19/2020,486,5,22,58,150,90,57,71,40,13,7,0,256,229,1,216,4,92,116,26,32,0,0,0,1,0,2,1,1,0,3,2,0,2,0,1,2,0,0,1,2,2,1,6,2,6,2,0,11,11,0,4,0,12,5,0,1
08/17/2021,562,3,37,82,156,129,79,57,36,15,8,0,273,284,5,122,22,168,163,27,60,0,0,0,0,1,1,0,1,0,0,3,0,0,1,1,1,0,0,0,4,5,2,9,7,4,6,0,22,15,0,8,0,21,7,1,0
01/12/2021,1087,12,57,139,288,190,150,132,104,50,34,0,566,521,0,383,51,225,271,44,113,0,0,0,0,4,3,4,1,0,4,8,0,4,1,5,2,0,0,0,11,7,1,5,12,13,8,0,24,33,0,20,1,28,6,2,0
09/09/2021,519,4,39,116,142,106,53,46,33,14,9,0,275,242,2,85,16,144,160,29,85,0,0,0,0,0,1,3,0,0,1,3,0,1,0,0,2,0,1,2,4,7,7,1,6,5,7,0,18,21,0,7,0,23,7,1,1
09/24/2020,408,5,21,51,122,87,61,44,28,9,6,0,199,208,1,185,8,39,134,7,35,0,0,0,1,1,1,1,1,0,2,3,0,4,0,1,0,0,0,0,0,2,4,5,6,4,0,0,8,13,0,6,0,7,6,2,0
05/03/2021,553,6,61,88,113,124,74,85,44,20,5,0,313,240,0,144,19,233,90,10,57,0,0,0,0,0,2,1,3,0,2,4,0,1,0,2,3,0,0,2,3,7,11,14,14,6,4,0,27,34,0,9,0,42,6,2,2
08/29/2020,234,4,25,24,73,37,41,25,22,12,0,0,128,106,0,107,7,28,66,7,19,0,0,0,0,1,1,1,1,0,2,2,0,1,1,0,2,0,0,2,2,4,2,3,5,7,0,0,11,14,0,12,0,8,5,0,0
10/28/2020,1739,9,91,213,462,403,288,192,110,50,21,0,905,827,7,737,48,276,412,71,195,0,0,0,1,2,4,2,0,0,2,7,0,3,0,4,2,0,0,4,8,9,10,15,16,15,14,0,50,41,0,21,2,36,28,3,1
09/30/2021,463,7,27,117,105,92,48,46,29,19,7,0,239,222,2,76,14,138,155,40,40,0,0,0,0,3,0,1,3,0,4,3,0,1,0,6,0,0,0,1,0,2,5,3,5,7,4,0,18,9,0,2,0,15,10,0,0
10/27/2020,1627,4,89,202,452,341,252,179,117,53,31,0,842,783,2,680,46,253,425,77,146,0,0,0,0,0,3,1,0,0,2,2,0,3,0,0,1,0,0,4,2,7,13,23,20,9,11,0,51,38,0,26,3,37,18,4,1
05/09/2020,520,53,97,33,104,100,98,90,54,28,13,0,263,255,2,281,14,101,49,12,63,0,1,0,4,6,6,11,25,0,24,29,0,26,3,15,8,1,0,1,8,11,12,19,17,18,11,0,50,47,0,45,1,31,14,3,3
03/25/2020,367,5,124,2,51,71,72,82,33,36,20,0,169,198,0,51,11,191,91,17,6,0,0,1,0,1,1,0,2,0,3,2,0,1,0,3,1,0,0,0,6,16,17,24,16,28,17,0,54,70,0,13,2,91,15,3,0
03/30/2020,439,12,158,6,54,78,81,82,59,43,36,0,217,222,0,92,12,216,81,17,21,0,0,1,1,2,2,5,1,0,4,8,0,3,1,6,2,0,0,0,9,9,17,32,35,32,24,0,68,90,0,27,2,101,20,7,1
05/21/2021,246,6,29,53,49,45,36,33,18,6,6,0,141,105,0,52,11,111,43,4,25,0,1,0,0,1,2,1,1,0,3,3,0,2,0,4,0,0,0,0,3,1,2,10,7,3,3,0,18,11,0,2,1,20,3,1,2
05/15/2020,970,49,110,80,186,201,166,136,101,64,36,0,537,426,7,535,14,184,105,27,105,0,0,2,1,7,14,12,13,0,16,33,0,19,0,13,15,2,0,0,14,10,17,13,18,19,19,0,59,51,0,37,2,47,22,1,1
08/25/2020,413,4,26,52,121,75,69,50,27,9,9,1,224,185,4,189,8,67,106,16,27,0,0,0,0,0,0,0,4,0,1,3,0,0,1,2,1,0,0,0,3,3,3,6,6,3,2,0,12,14,0,6,0,9,8,2,1
10/09/2021,238,4,21,51,52,53,31,26,16,7,2,0,114,122,2,46,10,60,81,17,24,0,0,0,0,0,1,2,1,0,3,1,0,0,0,4,0,0,0,1,0,4,4,3,5,2,2,0,13,8,0,4,1,9,6,0,1
11/23/2021,724,4,39,173,165,144,86,67,44,21,24,0,345,373,6,126,20,168,225,61,124,0,0,1,0,2,1,0,0,0,1,3,0,1,0,3,0,0,0,0,2,4,3,7,9,8,6,0,20,19,0,8,3,12,13,3,0
06/20/2020,125,10,20,18,32,18,21,19,5,9,3,0,65,60,0,70,1,17,19,6,12,0,0,1,0,2,2,1,4,0,3,7,0,8,0,1,1,0,0,3,3,3,1,3,3,1,3,0,11,9,0,11,0,6,2,1,0
03/11/2020,13,0,7,0,4,1,3,3,2,0,0,0,4,9,0,2,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,0,4,3,0,1,0,5,1,0,0
09/20/2021,487,5,29,104,119,99,55,42,39,18,11,0,270,215,2,88,21,134,158,35,51,0,0,0,2,2,0,0,1,0,1,4,0,2,0,1,2,0,0,1,0,4,6,2,5,5,6,0,15,14,0,7,0,15,7,0,0
04/29/2021,531,7,47,111,117,109,71,64,34,13,12,0,266,265,0,139,20,195,111,11,55,0,0,1,0,1,1,1,3,0,5,2,0,2,0,2,3,0,0,2,4,3,6,9,9,9,5,0,24,23,0,10,1,30,3,2,1
01/25/2022,1251,15,58,371,236,213,155,112,96,46,22,0,661,581,9,301,86,198,382,69,215,0,0,0,1,4,2,2,6,0,8,7,0,5,0,6,3,0,1,3,4,5,10,4,16,10,6,0,30,28,0,12,1,21,20,0,4
04/19/2021,660,7,55,120,162,140,123,72,33,8,2,0,357,302,1,174,32,230,136,29,59,0,0,1,0,1,2,0,3,0,3,4,0,2,0,4,1,0,0,2,5,2,11,20,7,4,4,0,26,29,0,7,1,31,12,1,3
06/25/2021,35,3,4,8,6,6,9,2,4,0,0,0,16,19,0,11,2,6,7,0,9,0,0,1,0,0,1,1,0,0,2,1,0,0,0,3,0,0,0,0,1,2,1,0,0,0,0,0,3,1,0,0,0,3,1,0,0
03/04/2020,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,1,1,0,0
03/05/2020,1,0,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,3,3,0,0,0,3,3,0,0
10/30/2020,1872,4,84,233,474,384,289,241,151,65,35,0,954,914,4,785,41,310,463,75,198,0,0,0,0,2,1,1,0,0,2,2,0,0,0,3,1,0,0,2,7,13,8,9,12,15,18,0,41,43,0,23,2,34,19,4,2
04/18/2020,535,39,161,13,89,101,96,90,81,44,21,0,247,288,0,221,19,168,66,17,44,0,0,0,3,4,8,12,12,0,20,19,0,12,5,20,2,0,0,1,7,17,19,37,38,27,15,0,60,101,0,55,3,73,22,7,1
11/11/2020,2490,9,128,267,683,515,360,321,211,79,54,0,1306,1174,10,760,89,454,721,113,353,0,0,0,0,1,5,1,2,0,3,6,0,5,0,2,2,0,0,2,11,7,14,21,28,19,26,0,71,57,0,31,2,53,36,4,2
05/30/2020,238,21,55,22,54,41,43,41,23,9,5,0,131,106,1,116,5,51,23,12,31,0,0,0,2,1,7,5,6,0,11,10,0,11,0,5,4,1,0,2,6,3,8,10,10,9,7,0,19,36,0,16,2,23,9,0,5
09/15/2021,521,4,16,118,125,109,65,50,38,10,6,0,275,244,2,108,19,154,150,38,52,0,1,0,0,0,1,0,2,0,3,1,0,1,0,2,1,0,0,0,1,2,2,3,5,1,2,0,9,7,0,2,0,8,5,0,1
01/16/2021,624,15,60,84,141,104,112,82,63,28,9,1,355,269,0,278,26,104,149,20,47,0,0,0,1,1,5,5,3,0,8,7,0,9,1,2,3,0,0,2,4,3,5,5,15,13,12,1,28,32,0,17,1,23,17,2,0
04/09/2020,575,25,150,9,83,102,103,129,74,40,35,0,259,316,0,189,24,221,94,24,23,0,0,0,0,3,7,5,10,0,13,12,0,5,1,14,5,0,0,2,5,12,17,34,32,28,20,0,64,86,0,31,6,80,28,4,1
04/14/2021,772,9,51,143,215,175,115,61,37,11,15,0,413,358,1,196,27,253,194,23,79,0,0,1,0,1,1,2,4,0,3,6,0,3,0,4,1,0,1,4,5,7,6,5,11,4,9,0,29,22,0,11,1,32,5,2,0
10/06/2021,375,5,31,89,87,76,42,36,28,10,7,0,183,191,1,67,13,104,126,19,46,0,0,0,1,1,2,0,1,0,1,4,0,4,0,1,0,0,0,0,1,4,6,4,5,8,3,0,17,14,0,1,1,19,9,0,1
08/13/2020,391,4,24,39,118,79,72,40,24,11,8,0,211,178,2,188,8,72,95,13,15,0,0,0,0,1,0,3,0,0,1,3,0,2,0,1,1,0,0,0,4,2,5,0,6,5,2,0,15,9,0,8,0,11,3,2,0
09/06/2021,281,4,25,71,67,53,41,17,21,7,4,0,139,141,1,55,11,83,84,8,40,0,0,1,0,0,0,3,0,0,2,2,0,1,0,2,1,0,0,3,3,3,1,4,8,0,3,0,16,9,0,5,1,14,3,0,2
09/22/2020,351,2,27,43,108,70,52,36,20,12,10,0,175,173,3,161,9,50,98,4,29,0,0,0,0,1,0,0,1,0,2,0,0,1,0,1,0,0,0,0,4,2,2,5,8,4,2,0,12,15,0,14,0,7,6,0,0
04/22/2021,581,4,68,107,152,128,80,56,34,15,9,0,307,273,1,156,29,195,126,8,67,0,0,0,1,2,0,1,0,0,2,2,0,1,1,2,0,0,0,1,4,13,14,14,8,9,5,0,30,38,0,20,2,37,7,0,2
06/01/2020,234,21,63,21,51,35,32,35,17,17,26,0,137,97,0,97,8,58,45,8,18,0,0,0,1,2,4,4,10,0,12,9,0,6,1,10,4,0,0,2,3,11,7,9,7,11,13,0,28,35,0,19,1,29,13,0,1
12/23/2020,1222,21,95,140,289,222,193,166,118,62,32,0,635,581,6,475,51,249,273,53,121,0,0,0,2,2,5,5,7,0,6,15,0,8,1,5,7,0,0,1,3,4,4,15,20,26,22,0,43,52,0,23,7,34,27,3,1
08/15/2021,290,5,32,49,63,81,34,30,20,8,5,0,141,148,1,59,21,74,96,7,33,0,1,0,1,2,0,1,0,0,2,3,0,0,0,4,1,0,0,1,3,4,6,5,7,3,3,0,13,19,0,11,0,15,4,0,2
01/13/2021,1112,18,63,147,276,223,147,143,95,48,33,0,551,560,1,355,48,261,296,47,105,0,0,0,0,1,7,2,8,0,8,10,0,5,2,9,2,0,0,2,4,1,10,8,13,16,9,0,27,36,0,19,2,26,13,1,2
05/02/2021,231,14,51,32,46,55,24,28,29,12,5,0,130,100,1,41,14,105,43,9,19,0,0,1,0,4,2,4,3,0,7,7,0,0,0,11,3,0,0,1,5,6,4,11,15,6,3,0,29,22,0,10,3,30,5,1,2
07/16/2021,155,1,10,23,42,48,14,18,6,3,1,0,79,75,1,24,8,42,56,1,24,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,3,0,1,3,0,2,0,5,5,0,2,0,7,1,0,0
12/21/2021,6540,9,189,881,1956,1659,893,609,351,121,69,1,3550,2916,74,865,222,1704,1905,527,1317,0,0,0,1,1,1,3,3,0,3,6,0,2,0,5,2,0,0,12,20,20,18,30,30,36,23,0,88,101,0,33,2,102,39,4,9
12/11/2020,1669,28,110,235,380,310,266,225,136,79,38,0,861,805,3,654,65,323,365,64,198,0,0,0,0,2,7,9,10,0,11,17,0,9,1,10,6,2,0,2,5,9,9,21,19,32,13,0,53,57,0,35,2,38,27,5,3
12/09/2020,1755,28,113,194,432,332,292,220,178,75,32,0,942,808,5,714,65,361,353,64,198,0,1,0,1,2,9,8,7,0,11,17,0,9,1,9,9,0,0,4,9,2,11,20,23,23,21,0,56,57,0,28,5,51,22,6,1
04/25/2020,638,38,118,32,122,120,135,107,67,31,24,0,313,325,0,348,15,117,89,17,52,0,0,2,1,6,6,11,12,0,14,24,0,12,2,19,5,0,0,0,5,11,12,25,30,20,15,0,52,66,0,47,3,42,18,8,0
10/18/2021,355,1,24,96,63,60,57,43,23,7,6,0,184,170,1,73,16,77,111,19,59,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,2,0,4,3,8,4,2,0,14,10,0,7,0,11,4,1,1
12/13/2021,2164,11,96,450,539,474,313,216,120,40,12,0,1104,1040,20,319,73,582,634,156,400,0,0,1,0,0,3,4,3,0,5,6,0,1,0,9,1,0,0,3,5,12,11,14,24,14,13,0,43,53,0,24,2,43,21,1,5
12/25/2020,160,20,69,8,33,24,20,16,21,17,21,0,75,84,1,43,10,48,36,12,11,0,0,1,0,2,6,4,7,0,6,14,0,8,0,4,8,0,0,0,4,7,7,7,14,11,19,0,37,32,0,27,2,25,14,1,0
05/09/2021,167,9,48,28,28,37,22,20,15,10,7,0,87,80,0,52,3,71,25,4,12,0,0,0,1,2,2,4,0,0,4,5,0,3,0,4,2,0,0,0,4,8,12,4,9,5,6,0,22,26,0,13,0,27,4,3,1
10/11/2021,321,4,19,72,65,64,39,41,21,15,4,0,182,139,0,46,10,71,126,28,40,0,1,0,0,1,0,1,1,0,1,3,0,0,0,3,1,0,0,0,0,3,0,5,6,3,2,0,12,7,0,5,2,6,5,0,1
05/02/2020,719,49,166,25,142,126,154,143,74,40,15,0,343,376,0,423,9,123,72,17,75,0,0,0,1,8,14,11,15,0,20,29,0,11,3,24,10,1,0,2,9,8,28,35,32,33,19,0,66,100,0,67,3,63,27,4,2
01/03/2022,9524,22,249,2290,1969,1666,1278,1118,745,270,179,9,5184,4231,109,2126,426,1901,2092,755,2224,0,0,0,1,3,7,4,7,0,9,13,0,4,0,12,5,1,0,11,32,15,22,37,48,42,42,0,140,109,0,43,5,118,64,7,12
03/24/2021,684,6,31,63,250,168,79,72,33,12,7,0,334,350,0,155,15,142,287,25,60,0,1,0,1,0,0,3,1,0,3,3,0,2,0,3,1,0,0,1,4,7,4,7,4,2,2,0,20,11,0,9,2,11,4,3,2
04/05/2021,946,6,48,179,235,211,151,96,46,20,8,0,500,444,2,243,40,278,261,38,86,0,0,0,0,2,2,0,2,0,3,3,0,1,0,4,1,0,0,2,4,6,5,11,6,10,4,0,25,23,0,12,1,30,3,1,1
08/24/2021,569,3,35,116,158,122,64,45,27,25,11,1,294,273,2,106,20,157,169,18,99,0,0,0,0,1,0,1,1,0,1,2,0,2,0,0,1,0,0,0,3,4,3,7,8,5,5,0,21,14,0,1,1,20,10,1,2
01/02/2021,1114,21,62,126,277,210,191,147,86,51,26,0,590,522,2,463,37,163,314,56,81,0,1,0,1,1,3,6,9,0,4,17,0,7,3,5,6,0,0,1,6,5,6,10,14,11,9,0,26,36,0,14,4,28,13,3,0
08/03/2020,428,3,30,52,128,88,68,47,24,14,7,0,217,210,1,225,12,75,83,17,16,0,0,0,0,0,1,1,1,0,2,1,0,1,0,1,1,0,0,1,1,2,4,9,3,7,3,0,8,22,0,10,2,12,5,1,0
09/12/2021,266,5,33,55,62,52,38,25,19,13,2,0,165,101,0,44,16,83,69,17,37,0,0,2,0,0,1,1,1,0,3,2,0,2,0,1,2,0,0,0,1,4,8,8,8,4,0,0,16,17,0,6,1,21,4,0,1
05/11/2020,1017,38,128,62,206,197,192,142,118,69,31,0,519,494,4,585,16,185,114,23,94,0,0,1,3,6,3,6,19,0,14,24,0,16,0,15,7,0,0,5,5,10,17,24,26,28,13,0,51,77,0,52,3,43,22,6,2
03/21/2021,223,4,48,28,69,44,29,24,17,8,4,0,102,121,0,52,11,58,85,6,11,0,0,0,0,0,1,0,3,0,2,2,0,1,1,0,2,0,0,1,6,7,3,8,9,8,6,0,30,18,0,10,1,26,11,0,0
08/21/2021,374,1,49,48,91,88,67,44,24,9,3,0,194,180,0,95,11,100,102,19,47,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2,6,12,4,9,8,4,4,0,23,26,0,8,0,27,10,1,3
11/26/2021,521,12,48,82,123,114,60,69,46,15,12,0,278,240,3,93,23,93,164,47,101,0,1,0,2,0,4,3,2,0,8,4,0,3,0,6,3,0,0,1,4,7,2,10,9,7,8,0,28,20,0,12,0,19,10,3,4
07/15/2020,268,7,23,30,84,51,33,34,18,12,6,0,150,118,0,98,5,84,47,10,24,0,0,0,0,2,2,1,2,0,3,4,0,1,0,6,0,0,0,0,5,2,2,3,4,4,3,0,13,10,0,8,0,9,5,1,0
05/08/2021,271,8,43,47,74,58,38,28,14,5,7,0,166,105,0,71,7,125,37,4,27,0,1,0,1,1,1,1,3,0,4,4,0,1,0,7,0,0,0,2,5,5,6,5,11,4,5,0,28,15,0,6,2,28,4,0,3
01/29/2022,487,14,22,121,78,92,61,46,52,22,13,2,248,235,4,117,41,77,154,23,75,0,0,0,0,2,3,6,3,0,5,9,0,2,1,8,3,0,0,1,1,5,2,3,5,4,1,0,14,8,0,2,1,10,5,2,2
11/13/2021,387,7,29,71,74,88,52,43,31,17,11,0,197,190,0,54,6,79,130,32,86,0,0,0,0,2,2,1,2,0,5,2,0,2,0,3,2,0,0,1,2,5,2,3,5,1,10,0,14,15,0,9,0,6,11,0,3
12/06/2020,708,27,91,72,160,128,111,99,72,48,18,0,374,332,2,225,30,150,200,19,84,0,0,0,2,2,3,8,12,0,11,16,0,9,3,7,6,1,1,2,7,5,8,12,18,18,21,0,47,44,0,29,1,36,21,3,1
08/21/2020,430,5,21,60,139,88,46,54,29,11,3,0,242,186,2,229,17,56,92,15,21,0,0,0,1,1,1,1,1,0,3,2,0,4,0,0,1,0,0,1,0,1,3,5,4,3,4,0,12,8,1,11,0,6,3,1,0
11/06/2020,2795,10,124,342,802,573,412,336,217,71,42,0,1479,1311,5,1135,85,445,731,117,282,0,0,1,1,2,3,0,3,0,4,6,0,4,0,5,1,0,0,5,8,7,16,34,14,21,19,0,62,62,0,38,3,52,22,7,2
04/17/2021,438,6,60,70,98,96,78,46,24,14,12,0,237,201,0,133,25,162,79,12,27,0,0,0,2,2,1,0,1,0,1,5,0,1,1,4,0,0,0,1,6,3,11,12,6,10,11,0,33,27,0,14,2,34,7,2,1
12/05/2020,1204,13,84,165,270,217,170,185,118,51,28,0,610,593,1,486,50,219,286,42,121,0,0,2,1,2,1,2,5,0,5,8,0,7,0,4,2,0,0,4,5,9,5,11,25,13,12,0,41,43,0,25,5,32,17,4,1
12/18/2020,1301,19,81,168,289,251,205,169,120,59,40,0,672,621,8,505,66,261,293,51,125,0,0,0,0,3,2,5,9,0,9,10,0,11,0,4,4,0,0,2,3,8,7,6,25,16,14,0,41,40,0,18,9,36,15,2,1
08/08/2020,177,3,16,22,56,27,32,18,14,3,5,0,94,83,0,67,7,39,46,7,11,0,0,0,1,1,0,1,0,0,0,3,0,2,0,1,0,0,0,0,1,1,2,4,3,2,3,0,6,10,0,8,1,5,2,0,0
05/24/2020,279,27,92,16,55,42,48,33,47,22,16,0,149,130,0,144,6,55,23,11,40,0,0,0,4,2,6,8,7,0,14,13,0,9,0,12,6,0,0,0,7,6,5,19,31,13,11,0,45,47,0,32,2,37,10,5,6
04/10/2020,571,32,155,22,80,101,99,107,85,42,35,0,257,314,0,190,30,225,85,23,18,0,0,1,3,3,3,9,13,0,11,21,0,3,2,24,3,0,0,0,9,10,22,19,40,27,28,0,63,92,0,51,4,68,23,9,0
01/28/2022,669,17,32,151,120,130,79,66,63,47,13,0,342,325,2,166,53,103,202,26,119,0,0,0,2,2,4,3,6,0,9,8,0,4,2,8,3,0,0,0,6,2,2,3,5,8,6,0,21,11,0,9,0,6,13,2,2
01/07/2022,4859,31,200,902,1015,861,696,630,413,219,122,1,2661,2166,32,1042,233,925,1167,275,1217,0,0,0,0,2,6,8,15,0,15,16,0,5,0,14,11,1,0,6,15,21,17,29,40,37,35,0,104,96,0,36,6,92,51,3,12
05/22/2020,724,36,92,64,155,135,125,112,74,35,24,0,370,349,5,385,11,164,84,23,57,0,0,0,1,6,10,8,11,0,16,20,0,12,2,14,8,0,0,0,9,13,8,11,19,18,14,0,40,52,0,38,4,38,10,0,2
06/07/2021,102,9,16,20,20,11,19,14,10,6,2,0,53,49,0,34,3,37,18,3,7,0,0,0,1,4,2,1,1,0,3,6,0,5,0,4,0,0,0,1,0,0,4,5,2,3,1,0,12,4,0,5,0,8,3,0,0
10/15/2021,316,1,19,87,59,61,32,29,27,11,10,0,153,161,2,64,13,68,114,21,36,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,4,1,4,5,4,0,8,11,0,3,1,8,7,0,0
06/08/2021,74,4,15,21,17,12,8,6,7,2,1,0,44,30,0,24,3,32,8,3,4,0,0,0,0,1,1,2,0,0,1,3,0,2,0,1,1,0,0,1,1,3,0,2,4,2,2,0,9,6,0,6,2,5,2,0,0
08/02/2020,95,3,21,11,21,29,10,6,11,6,1,0,45,49,1,33,4,28,23,4,3,0,0,0,2,0,0,1,0,0,0,3,0,1,0,1,1,0,0,0,3,9,2,3,1,2,1,0,11,10,0,8,0,9,3,1,0
12/03/2020,2071,30,117,235,521,406,317,308,157,80,47,0,1096,972,3,844,74,400,436,74,243,0,0,0,1,3,6,10,10,0,12,18,0,7,3,13,7,0,0,1,3,11,14,21,24,20,23,0,49,68,0,39,4,45,25,3,1
06/25/2020,249,11,22,22,70,65,36,21,20,11,4,0,124,125,0,93,4,62,55,7,28,0,0,1,3,0,2,2,3,0,6,5,0,7,0,3,1,0,0,0,3,1,4,4,3,6,1,0,12,10,0,7,0,12,2,0,1
01/07/2021,1385,17,85,167,366,278,188,157,148,51,30,0,680,694,11,499,64,226,428,39,129,0,0,1,0,4,3,6,3,0,6,11,0,7,1,7,2,0,0,0,5,10,7,16,18,14,15,0,39,46,0,21,4,34,22,3,1
09/26/2020,233,4,19,26,66,50,32,40,11,7,1,0,105,128,0,105,6,17,73,14,18,0,0,1,0,1,1,0,1,0,1,3,0,2,0,1,1,0,0,0,2,5,1,6,1,3,1,0,13,6,0,6,0,4,7,1,1
03/09/2021,332,5,22,42,108,61,37,40,20,12,12,0,166,166,0,79,16,64,102,30,41,0,0,0,0,3,0,1,1,0,4,1,0,1,0,3,1,0,0,1,1,3,4,4,3,5,1,0,13,9,0,7,1,9,3,2,0
08/17/2020,493,3,26,69,142,85,72,63,29,23,10,0,238,253,2,272,9,79,102,10,21,0,0,0,0,1,0,1,1,0,1,2,0,0,0,2,1,0,0,0,1,2,6,6,5,5,1,0,13,13,0,9,0,13,4,0,0
09/29/2021,414,3,25,93,87,102,51,37,25,14,5,0,211,198,5,57,14,127,136,44,36,0,0,0,1,0,0,1,1,0,1,2,0,1,0,2,0,0,0,0,3,5,3,4,5,2,3,0,16,9,0,6,0,12,6,0,1
08/11/2021,602,2,20,86,154,175,74,53,29,24,7,0,308,292,2,103,36,153,198,21,91,0,0,0,0,0,1,1,0,0,2,0,0,0,0,1,1,0,0,0,1,6,2,3,1,6,1,0,10,10,0,4,1,11,4,0,0
12/01/2020,2188,36,128,271,511,425,342,271,201,108,59,0,1167,1014,7,895,74,401,474,74,270,0,0,0,5,5,11,9,6,0,20,16,0,12,1,16,7,0,0,6,6,10,13,21,29,24,19,0,65,63,0,49,1,48,25,4,1
07/27/2020,362,1,19,51,102,66,50,40,30,14,9,0,193,166,3,183,11,85,59,9,15,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,3,2,2,4,0,2,6,0,7,12,0,5,3,7,4,0,0
11/15/2020,834,13,124,86,191,161,138,110,84,35,28,1,443,391,0,252,29,161,270,41,81,0,0,0,0,0,5,4,4,0,7,6,0,7,1,4,1,0,0,4,8,8,17,13,25,26,23,0,70,54,0,44,2,52,19,5,2
08/23/2020,130,1,26,10,43,17,23,15,12,8,2,0,71,59,0,41,3,28,45,4,9,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5,2,5,5,3,4,2,0,10,16,0,11,0,7,6,2,0
12/15/2020,1615,22,87,214,364,269,260,242,156,66,44,0,821,786,8,685,47,298,338,75,172,0,0,0,3,4,7,6,2,0,7,15,0,10,1,6,5,0,0,1,2,5,11,13,28,14,13,0,37,50,0,28,5,34,15,3,2
10/18/2020,347,1,48,30,84,90,58,43,21,16,5,0,172,174,1,82,14,61,145,12,33,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,6,3,7,7,9,10,5,0,21,27,0,19,0,13,15,1,0
05/31/2020,121,22,39,16,28,20,22,12,13,5,5,0,59,61,1,52,1,40,10,1,17,0,0,0,3,2,5,6,6,0,8,14,0,8,0,8,6,0,0,3,4,3,5,6,13,3,2,0,16,23,0,12,1,23,2,0,1
01/28/2021,607,10,46,82,144,107,95,80,53,29,17,0,306,301,0,219,19,108,173,26,62,0,1,0,0,0,2,3,4,0,5,5,0,3,1,4,2,0,0,1,2,2,3,4,8,12,14,0,20,26,0,13,0,17,13,2,1
01/18/2022,2631,27,112,866,441,399,307,263,197,100,58,0,1395,1212,24,704,169,438,642,139,539,0,1,0,1,4,6,6,9,0,9,18,0,6,1,13,6,1,0,4,8,16,11,14,25,16,18,0,59,53,0,29,2,41,27,6,7
11/30/2021,1182,2,52,274,255,235,150,136,76,35,21,0,577,597,8,203,30,271,351,115,212,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,2,0,0,2,3,7,10,6,10,7,7,0,26,26,0,7,0,25,14,1,5
12/07/2021,1161,11,72,275,253,223,157,119,78,35,19,2,600,552,9,174,25,281,304,142,235,0,0,1,1,0,2,5,2,0,3,8,0,1,2,3,5,0,0,4,4,3,11,15,14,12,9,0,44,28,0,14,1,38,13,3,3
11/14/2021,383,4,37,98,82,80,50,36,25,6,6,0,179,201,3,55,10,94,120,31,73,0,0,0,0,1,1,0,2,0,1,3,0,2,0,2,0,0,0,2,3,5,3,8,9,3,4,0,17,20,0,7,1,18,6,3,2
02/10/2021,367,11,47,51,101,70,42,44,28,18,13,0,172,195,0,87,12,94,120,17,37,0,0,0,1,1,2,2,5,0,5,6,0,3,1,4,3,0,0,1,6,6,4,10,9,2,9,0,17,30,0,16,1,19,9,1,1
